SITE_ID,NAME_ENG,DESIG,forest_loss_ha,agriculture_gain_ha,urban_gain_ha,forest_2017_ha,forest_2024_ha,total_area_ha,forest_loss_pct,cloud_2017_ha,cloud_2024_ha,cloud_diff_ha,valid_common_ha,valid_common_pct,excluded_pct,cloud_contamination_flag,metric,rank_scope
101148,Cerro Yaví,Monumento Natural (MN),0.0,0.01,0.0,17288.3,17358.95,26950.68,0.0,241.35,87.19,-154.16,26950.68,98.99,1.01,False,agriculture_gain_ha,Monumento Natural (MN)
19286,Santos Luzardo,Parque Nacional (PN),0.0,13470.38,0.0,66433.06,71381.21,561807.18,0.0,2.11,0.0,-2.11,561807.18,100.0,0.0,False,agriculture_gain_ha,Parque Nacional (PN)
315,Aguaro - Guariquito,Parque Nacional (PN),5247.67,699.61,0.0,30910.34,25662.67,580070.53,16.98,3.58,0.0,-3.58,580070.53,100.0,0.0,False,agriculture_gain_ha,Parque Nacional (PN)
101136,Río Viejo - San Camilo,Parque Nacional (PN),3813.87,577.7,34.66,24814.1,21000.23,42518.01,15.37,0.53,0.0,-0.53,42518.01,100.0,0.0,False,agriculture_gain_ha,Parque Nacional (PN)
322,"Páramos de Tamá, Cobre y Judio",Parque Nacional (PN),0.0,62.88,0.0,103202.23,104272.78,118472.83,0.0,6665.36,14820.02,8154.66,118472.83,87.26,12.74,True,agriculture_gain_ha,Parque Nacional (PN)
30026,Paríma - Tapirapeco,Parque Nacional (PN),3150.17,20.75,0.0,3841694.72,3838544.55,3892237.47,0.08,13179.0,593.51,-12585.49,3892237.47,99.66,0.34,False,agriculture_gain_ha,Parque Nacional (PN)
331,Laguna de Tacarigua,Parque Nacional (PN),0.0,12.91,2.86,7995.92,8170.38,18924.09,0.0,0.0,0.0,0.0,18924.09,100.0,0.0,False,agriculture_gain_ha,Parque Nacional (PN)
30032,Cerro Saroche,Parque Nacional (PN),733.55,3.37,0.0,1882.35,1148.8,36176.03,38.97,2.48,0.0,-2.48,36176.03,99.99,0.01,False,agriculture_gain_ha,Parque Nacional (PN)
30024,Turuépano,Parque Nacional (PN),0.0,0.43,0.0,47290.44,49246.24,72071.95,0.0,0.48,0.0,-0.48,72071.95,100.0,0.0,False,agriculture_gain_ha,Parque Nacional (PN)
67615,Tirgua (General Manuel Manrique),Parque Nacional (PN),10659.57,0.1,0.0,81981.6,71322.03,90218.69,13.0,71.72,1.78,-69.94,90218.69,99.92,0.08,False,agriculture_gain_ha,Parque Nacional (PN)
10784,Ticoporo,Reserva Forestal (RF),13013.4,17995.07,519.27,26689.45,13676.05,187841.96,48.76,417.75,0.05,-417.7,187841.96,99.78,0.22,False,agriculture_gain_ha,Reserva Forestal (RF)
10782,San Camilo,Reserva Forestal (RF),3773.78,1591.34,135.08,28846.39,25072.61,66855.2,13.08,1.44,0.0,-1.44,66855.2,100.0,0.0,False,agriculture_gain_ha,Reserva Forestal (RF)
10783,Caparo,Reserva Forestal (RF),10638.03,1035.77,207.49,53947.99,43309.96,175223.12,19.72,1.39,0.0,-1.39,175223.12,100.0,0.0,False,agriculture_gain_ha,Reserva Forestal (RF)
10785,Turén,Reserva Forestal (RF),0.0,440.53,114.27,7726.49,8929.83,96932.19,0.0,0.0,0.0,0.0,96932.19,100.0,0.0,False,agriculture_gain_ha,Reserva Forestal (RF)
10781,Sipapo,Reserva Forestal (RF),594.38,424.84,0.0,1787496.23,1786901.85,1976466.01,0.03,797.81,893.58,95.77,1976466.01,99.93,0.07,False,agriculture_gain_ha,Reserva Forestal (RF)
10779,Imataca,Reserva Forestal (RF),17129.81,8.44,2952.9,3627722.57,3610592.76,3715871.45,0.47,3232.54,368.42,-2864.12,3715871.45,99.91,0.09,False,agriculture_gain_ha,Reserva Forestal (RF)
10787,La Paragua,Reserva Forestal (RF),10885.46,0.9,26.72,663474.23,652588.77,824217.87,1.64,22702.14,1476.54,-21225.6,824217.87,97.31,2.69,False,agriculture_gain_ha,Reserva Forestal (RF)
555705214,El Dorado - Tumeremo,Reserva Forestal (RF),953.43,0.27,305.2,63735.32,62781.89,66079.72,1.5,57.64,14.11,-43.53,66079.72,99.89,0.11,False,agriculture_gain_ha,Reserva Forestal (RF)
555705210,Rio Parguaza,Reserva Forestal (RF),562.75,0.02,0.0,60117.57,59554.82,66003.31,0.94,3.84,0.0,-3.84,66003.31,99.99,0.01,False,agriculture_gain_ha,Reserva Forestal (RF)
10786,Selva de Guarapiche,Reserva Forestal (RF),6329.0,0.01,0.0,287638.32,281309.32,357894.77,2.2,32.17,0.01,-32.16,357894.77,99.99,0.01,False,agriculture_gain_ha,Reserva Forestal (RF)
555705237,"Distritos Obispos, Sosa, Rojas y Bolívar del Estado Barinas, y Guanare y Guanarito del Estado Portuguesa (Guanare - Masparro)",Reserva Nacional Hidraúlica (RNH),26331.28,15137.4,1976.02,387241.47,360910.19,899120.02,6.8,11066.7,14007.28,2940.58,899120.02,97.79,2.21,False,agriculture_gain_ha,Reserva Nacional Hidraúlica (RNH)
20093,Valle del Quíbor,Reserva Nacional Hidraúlica (RNH),0.0,475.08,679.48,829.4,1864.98,62558.34,0.0,0.0,0.0,0.0,62558.34,100.0,0.0,False,agriculture_gain_ha,Reserva Nacional Hidraúlica (RNH)
20087,Distrito Páez del Estado Apure,Reserva Nacional Hidraúlica (RNH),0.0,34.79,0.69,41425.67,42088.46,47177.53,0.0,1384.03,2405.41,1021.38,47177.53,93.82,6.18,False,agriculture_gain_ha,Reserva Nacional Hidraúlica (RNH)
20092,Cuenca Hidrográfica del Río Pedregal,Reserva Nacional Hidraúlica (RNH),750.97,18.4,9.41,70553.14,69802.17,195877.53,1.06,0.01,0.0,-0.01,195877.53,100.0,0.0,False,agriculture_gain_ha,Reserva Nacional Hidraúlica (RNH)
10772,Sur del Estado Bolívar,Zona Protectora (ZP),21787.47,1903.89,98.57,4561287.5,4539500.03,4865548.9,0.48,41861.73,3377.84,-38483.89,4865548.9,99.13,0.87,False,agriculture_gain_ha,Zona Protectora (ZP)
555705281,"Franja de 100 metros de ancho a ambos márgenes de los ríos Guanare, Tucupido, Boconó, La Yuca y Masparro",Zona Protectora (ZP),358.97,479.75,30.39,6345.94,5986.97,20373.33,5.66,88.92,78.62,-10.3,20373.33,99.37,0.63,False,agriculture_gain_ha,Zona Protectora (ZP)
20074,Sierra de Bobare,Zona Protectora (ZP),8686.73,457.52,74.65,85059.42,76372.69,100841.2,10.21,3.12,2.22,-0.9,100841.2,99.99,0.01,False,agriculture_gain_ha,Zona Protectora (ZP)
555705278,Área situada en el Dtto Guanare del Estado Portuguesa,Zona Protectora (ZP),0.0,293.28,0.5,288.46,342.49,1218.75,0.0,0.0,0.0,0.0,1218.75,100.0,0.0,False,agriculture_gain_ha,Zona Protectora (ZP)
555705279,Área que bordea la Laguna situada en el Dtto Guanare del Estado Portuguesa,Zona Protectora (ZP),0.0,218.29,4.87,177.68,209.79,1181.67,0.0,0.0,0.0,0.0,1181.67,100.0,0.0,False,agriculture_gain_ha,Zona Protectora (ZP)
32732,Cuenca Hidrográfica del Embalse El Cigarrón,Zona Protectora (ZP),997.23,192.76,0.0,12254.75,11257.52,46016.98,8.14,9.81,0.0,-9.81,46016.98,99.98,0.02,False,agriculture_gain_ha,Zona Protectora (ZP)
555705267,Subcuenca del Río Momboy,Zona Protectora (ZP),471.24,166.43,78.37,5119.11,4647.87,12481.65,9.21,1.73,32.95,31.22,12481.65,99.73,0.27,False,agriculture_gain_ha,Zona Protectora (ZP)
30643,Área situada en el Dtto Rojas del Estado Barinas en el margen izquierdo del río Masparro,Zona Protectora (ZP),605.5,162.77,0.48,2201.79,1596.29,6322.29,27.5,0.0,0.0,0.0,6322.29,100.0,0.0,False,agriculture_gain_ha,Zona Protectora (ZP)
555705280,Area que bordea el estero situado en el Dtto Guanare del Estado Portuguesa,Zona Protectora (ZP),17.54,123.19,3.08,222.72,205.18,848.56,7.88,0.0,0.04,0.04,848.56,100.0,0.0,False,agriculture_gain_ha,Zona Protectora (ZP)
30644,Área que bordea la Laguna La Danta,Zona Protectora (ZP),80.76,114.41,9.09,293.61,212.85,2206.73,27.51,0.0,0.0,0.0,2206.73,100.0,0.0,False,agriculture_gain_ha,Zona Protectora (ZP)
101111,Barbacas,Área Boscosa Bajo Protección (ABBP),19858.22,10687.01,30.13,65650.65,45792.43,222493.17,30.25,6.88,0.0,-6.88,222493.17,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101099,Santo Domingo,Área Boscosa Bajo Protección (ABBP),4977.85,5143.83,33.2,36169.82,31191.97,148409.12,13.76,0.76,0.0,-0.76,148409.12,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101100,Río Orituco,Área Boscosa Bajo Protección (ABBP),12682.05,4513.4,30.53,23837.91,11155.86,98804.18,53.2,3.52,0.0,-3.52,98804.18,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101093,Márgenes del Río Guárico,Área Boscosa Bajo Protección (ABBP),22453.64,3877.22,19.02,67482.14,45028.5,165486.95,33.27,37.11,0.0,-37.11,165486.95,99.98,0.02,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
555705216,Caño Blanco,Área Boscosa Bajo Protección (ABBP),2028.38,1560.74,0.0,38865.5,36837.12,68041.58,5.22,49.27,0.79,-48.48,68041.58,99.93,0.07,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101114,San Fernando,Área Boscosa Bajo Protección (ABBP),2961.42,1520.79,0.0,7857.87,4896.45,37289.38,37.69,5.08,0.0,-5.08,37289.38,99.99,0.01,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101108,Botucal,Área Boscosa Bajo Protección (ABBP),1102.67,1406.34,13.06,4488.74,3386.07,13738.75,24.57,0.33,0.0,-0.33,13738.75,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101097,Achaguas,Área Boscosa Bajo Protección (ABBP),7101.86,1356.32,31.31,23604.07,16502.21,90543.98,30.09,0.06,0.0,-0.06,90543.98,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101089,Pueblito,Área Boscosa Bajo Protección (ABBP),20602.44,930.87,6.01,58942.29,38339.85,97162.85,34.95,0.0,0.0,0.0,97162.85,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
101112,El Clavo,Área Boscosa Bajo Protección (ABBP),196.06,538.63,41.21,972.56,776.5,9398.7,20.16,0.18,0.0,-0.18,9398.7,100.0,0.0,False,agriculture_gain_ha,Área Boscosa Bajo Protección (ABBP)
10779,Imataca,Reserva Forestal (RF),17129.81,8.44,2952.9,3627722.57,3610592.76,3715871.45,0.47,3232.54,368.42,-2864.12,3715871.45,99.91,0.09,False,urban_gain_ha,national
20088,Zona Sur Lago de Maracaibo,Reserva Nacional Hidraúlica (RNH),28539.54,0.0,2230.62,454253.37,425713.83,856872.73,6.28,40305.8,21196.27,-19109.53,856872.73,95.16,4.84,False,urban_gain_ha,national
555705237,"Distritos Obispos, Sosa, Rojas y Bolívar del Estado Barinas, y Guanare y Guanarito del Estado Portuguesa (Guanare - Masparro)",Reserva Nacional Hidraúlica (RNH),26331.28,15137.4,1976.02,387241.47,360910.19,899120.02,6.8,11066.7,14007.28,2940.58,899120.02,97.79,2.21,False,urban_gain_ha,national
20077,Cuenca Alta del Río Cojedes,Zona Protectora (ZP),30948.94,0.0,1362.29,331805.69,300856.75,521089.81,9.33,2793.22,232.22,-2561.0,521089.81,99.43,0.57,False,urban_gain_ha,national
20081,"Sur - Este del Lago de Maracaibo, Santo Domingo - Motatan",Zona Protectora (ZP),17038.37,0.0,1054.74,210862.52,193824.15,362923.55,8.08,2774.36,2460.58,-313.78,362923.55,98.84,1.16,False,urban_gain_ha,national
20078,Cuencas de los Ríos Guanare - Boconó - Tucupido - Masparro - La Yuca,Zona Protectora (ZP),17386.6,0.0,1002.08,296594.25,279207.65,410591.02,5.86,8371.88,8641.12,269.24,410591.02,96.72,3.28,False,urban_gain_ha,national
10776,Del Área Metropolitana de Caracas,Zona Protectora (ZP),7426.9,0.0,755.37,54869.46,47442.56,64622.59,13.54,2327.94,219.15,-2108.79,64622.59,96.38,3.62,False,urban_gain_ha,national
20093,Valle del Quíbor,Reserva Nacional Hidraúlica (RNH),0.0,475.08,679.48,829.4,1864.98,62558.34,0.0,0.0,0.0,0.0,62558.34,100.0,0.0,False,urban_gain_ha,national
555705270,"Cuenca de los Ríos Escalante y Orope (Zona Sur del Lago de Maracaibo, Artìculo 3, Numeral 2)",Zona Protectora (ZP),0.0,0.0,601.33,131053.68,131159.9,247618.51,0.0,34255.33,18237.17,-16018.16,247618.51,86.98,13.02,True,urban_gain_ha,national
10784,Ticoporo,Reserva Forestal (RF),13013.4,17995.07,519.27,26689.45,13676.05,187841.96,48.76,417.75,0.05,-417.7,187841.96,99.78,0.22,False,urban_gain_ha,national
19280,Loma de León,Monumento Natural (MN),0.0,0.64,55.19,675.55,936.83,7660.71,0.0,0.61,0.0,-0.61,7660.71,99.99,0.01,False,urban_gain_ha,Monumento Natural (MN)
30027,Pico Codazzi,Monumento Natural (MN),85.12,0.0,42.82,11376.02,11290.9,11617.86,0.75,158.21,11.94,-146.27,11617.86,98.61,1.39,False,urban_gain_ha,Monumento Natural (MN)
310,Laguna de Las Marites,Monumento Natural (MN),16.3,0.0,8.44,60.23,43.93,2622.88,27.06,0.0,0.0,0.0,2622.88,100.0,0.0,False,urban_gain_ha,Monumento Natural (MN)
101146,Sierra Maigualida,Monumento Natural (MN),0.0,0.0,2.78,1775479.26,1778953.33,1808689.13,0.0,235060.93,4654.63,-230406.3,1808689.13,88.47,11.53,True,urban_gain_ha,Monumento Natural (MN)
101137,Cerro Guaiquinima,Monumento Natural (MN),1275.47,0.0,1.71,635013.88,633738.41,649629.82,0.2,30937.19,1509.22,-29427.97,649629.82,95.44,4.56,False,urban_gain_ha,Monumento Natural (MN)
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),252.35,0.37,1.66,812.84,560.49,1628.74,31.05,17.7,0.04,-17.66,1628.74,98.92,1.08,False,urban_gain_ha,Monumento Natural (MN)
307,Cerro de María Lionza,Monumento Natural (MN),1013.94,0.0,0.91,11576.67,10562.73,11825.5,8.76,38.85,1.22,-37.63,11825.5,99.66,0.34,False,urban_gain_ha,Monumento Natural (MN)
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),176.91,0.0,0.64,6533.67,6356.76,7937.11,2.71,21.0,0.0,-21.0,7937.11,99.74,0.26,False,urban_gain_ha,Monumento Natural (MN)
4371,Cueva del Guácharo Alejandro de Humboldt,Monumento Natural (MN),25.12,0.0,0.39,657.2,632.08,866.92,3.82,3.39,0.03,-3.36,866.92,99.61,0.39,False,urban_gain_ha,Monumento Natural (MN)
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),0.0,0.0,0.05,957027.7,957858.37,961596.68,0.0,19615.71,3020.33,-16595.38,961596.68,97.92,2.08,False,urban_gain_ha,Monumento Natural (MN)
327,Waraira Repano,Parque Nacional (PN),2781.85,0.0,303.92,77722.51,74940.66,80035.85,3.58,1064.45,19.24,-1045.21,80035.85,98.68,1.32,False,urban_gain_ha,Parque Nacional (PN)
317,Yapacana,Parque Nacional (PN),0.0,0.0,218.54,222109.68,223399.25,268540.16,0.0,37.04,102.93,65.89,268540.16,99.95,0.05,False,urban_gain_ha,Parque Nacional (PN)
313,Canaima,Parque Nacional (PN),10219.59,0.0,96.47,1910213.76,1899994.17,2762033.22,0.53,62839.51,10303.82,-52535.69,2762033.22,97.71,2.29,False,urban_gain_ha,Parque Nacional (PN)
323,Henri Pittier,Parque Nacional (PN),4946.71,0.0,52.08,92286.78,87340.07,105633.73,5.36,1470.42,126.3,-1344.12,105633.73,98.56,1.44,False,urban_gain_ha,Parque Nacional (PN)
2247,Morrocoy,Parque Nacional (PN),0.0,0.0,38.24,4481.9,4488.57,8577.84,0.0,1.07,0.42,-0.65,8577.84,99.98,0.02,False,urban_gain_ha,Parque Nacional (PN)
101136,Río Viejo - San Camilo,Parque Nacional (PN),3813.87,577.7,34.66,24814.1,21000.23,42518.01,15.37,0.53,0.0,-0.53,42518.01,100.0,0.0,False,urban_gain_ha,Parque Nacional (PN)
333,El Guácharo,Parque Nacional (PN),898.3,0.0,28.5,56591.3,55693.0,60092.47,1.59,1531.17,119.55,-1411.62,60092.47,97.35,2.65,False,urban_gain_ha,Parque Nacional (PN)
30031,Dr. Amenodoro Rangel Lamus (Chorro El Indio),Parque Nacional (PN),343.9,0.0,25.05,12413.57,12069.67,14246.85,2.77,889.14,1923.11,1033.97,14246.85,85.64,14.36,True,urban_gain_ha,Parque Nacional (PN)
334,Macarao,Parque Nacional (PN),1400.27,0.0,16.17,13443.52,12043.25,14623.16,10.42,66.84,5.42,-61.42,14623.16,99.52,0.48,False,urban_gain_ha,Parque Nacional (PN)
101135,Tapo - Caparo,Parque Nacional (PN),15172.58,0.0,9.56,145757.86,130585.28,180974.88,10.41,25479.76,2503.61,-22976.15,180974.88,87.47,12.53,True,urban_gain_ha,Parque Nacional (PN)
10779,Imataca,Reserva Forestal (RF),17129.81,8.44,2952.9,3627722.57,3610592.76,3715871.45,0.47,3232.54,368.42,-2864.12,3715871.45,99.91,0.09,False,urban_gain_ha,Reserva Forestal (RF)
10784,Ticoporo,Reserva Forestal (RF),13013.4,17995.07,519.27,26689.45,13676.05,187841.96,48.76,417.75,0.05,-417.7,187841.96,99.78,0.22,False,urban_gain_ha,Reserva Forestal (RF)
555705214,El Dorado - Tumeremo,Reserva Forestal (RF),953.43,0.27,305.2,63735.32,62781.89,66079.72,1.5,57.64,14.11,-43.53,66079.72,99.89,0.11,False,urban_gain_ha,Reserva Forestal (RF)
555705215,San Pedro,Reserva Forestal (RF),12561.22,0.0,207.57,726818.32,714257.1,765067.39,1.73,3221.1,131.48,-3089.62,765067.39,99.57,0.43,False,urban_gain_ha,Reserva Forestal (RF)
10783,Caparo,Reserva Forestal (RF),10638.03,1035.77,207.49,53947.99,43309.96,175223.12,19.72,1.39,0.0,-1.39,175223.12,100.0,0.0,False,urban_gain_ha,Reserva Forestal (RF)
10782,San Camilo,Reserva Forestal (RF),3773.78,1591.34,135.08,28846.39,25072.61,66855.2,13.08,1.44,0.0,-1.44,66855.2,100.0,0.0,False,urban_gain_ha,Reserva Forestal (RF)
10785,Turén,Reserva Forestal (RF),0.0,440.53,114.27,7726.49,8929.83,96932.19,0.0,0.0,0.0,0.0,96932.19,100.0,0.0,False,urban_gain_ha,Reserva Forestal (RF)
10788,Río Tocuyo,Reserva Forestal (RF),2478.0,0.0,38.22,37544.24,35066.24,51253.48,6.6,3.48,0.01,-3.47,51253.48,99.99,0.01,False,urban_gain_ha,Reserva Forestal (RF)
10787,La Paragua,Reserva Forestal (RF),10885.46,0.9,26.72,663474.23,652588.77,824217.87,1.64,22702.14,1476.54,-21225.6,824217.87,97.31,2.69,False,urban_gain_ha,Reserva Forestal (RF)
555705213,El Frío,Reserva Forestal (RF),1218.75,0.0,4.16,76072.78,74854.03,90813.48,1.6,152.87,0.19,-152.68,90813.48,99.83,0.17,False,urban_gain_ha,Reserva Forestal (RF)
20088,Zona Sur Lago de Maracaibo,Reserva Nacional Hidraúlica (RNH),28539.54,0.0,2230.62,454253.37,425713.83,856872.73,6.28,40305.8,21196.27,-19109.53,856872.73,95.16,4.84,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
555705237,"Distritos Obispos, Sosa, Rojas y Bolívar del Estado Barinas, y Guanare y Guanarito del Estado Portuguesa (Guanare - Masparro)",Reserva Nacional Hidraúlica (RNH),26331.28,15137.4,1976.02,387241.47,360910.19,899120.02,6.8,11066.7,14007.28,2940.58,899120.02,97.79,2.21,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
20093,Valle del Quíbor,Reserva Nacional Hidraúlica (RNH),0.0,475.08,679.48,829.4,1864.98,62558.34,0.0,0.0,0.0,0.0,62558.34,100.0,0.0,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
20091,"Distritos Maturín. Cedeño, Piar y Caripe del Estado Monagas y de los Distritos Mates y Rivero del Estado Sucre",Reserva Nacional Hidraúlica (RNH),14545.98,0.0,341.23,93878.06,79332.08,189593.22,15.49,230.51,39.23,-191.28,189593.22,99.86,0.14,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
555705219,Cerro Machado - El Silencio,Reserva Nacional Hidraúlica (RNH),1485.14,0.0,39.6,5710.73,4225.59,8361.86,26.01,276.7,54.69,-222.01,8361.86,96.35,3.65,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
555705235,Aguas Calientes,Reserva Nacional Hidraúlica (RNH),0.0,0.0,23.39,1266.09,1367.32,2836.21,0.0,0.0,0.0,0.0,2836.21,100.0,0.0,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
