SITE_ID,NAME_ENG,DESIG,forest_loss_ha,agriculture_gain_ha,urban_gain_ha,forest_2017_ha,forest_2024_ha,total_area_ha,forest_loss_pct,cloud_2017_ha,cloud_2024_ha,cloud_diff_ha,valid_common_ha,valid_common_pct,excluded_pct,cloud_contamination_flag,metric,rank_scope
555705238,Páramo La Laja,Reserva Nacional Hidraúlica (RNH),145.06,0.0,18.06,1698.99,1553.93,2217.65,8.54,0.0,0.0,0.0,2217.65,100.0,0.0,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
20092,Cuenca Hidrográfica del Río Pedregal,Reserva Nacional Hidraúlica (RNH),750.97,18.4,9.41,70553.14,69802.17,195877.53,1.06,0.01,0.0,-0.01,195877.53,100.0,0.0,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
20087,Distrito Páez del Estado Apure,Reserva Nacional Hidraúlica (RNH),0.0,34.79,0.69,41425.67,42088.46,47177.53,0.0,1384.03,2405.41,1021.38,47177.53,93.82,6.18,False,urban_gain_ha,Reserva Nacional Hidraúlica (RNH)
20077,Cuenca Alta del Río Cojedes,Zona Protectora (ZP),30948.94,0.0,1362.29,331805.69,300856.75,521089.81,9.33,2793.22,232.22,-2561.0,521089.81,99.43,0.57,False,urban_gain_ha,Zona Protectora (ZP)
20081,"Sur - Este del Lago de Maracaibo, Santo Domingo - Motatan",Zona Protectora (ZP),17038.37,0.0,1054.74,210862.52,193824.15,362923.55,8.08,2774.36,2460.58,-313.78,362923.55,98.84,1.16,False,urban_gain_ha,Zona Protectora (ZP)
20078,Cuencas de los Ríos Guanare - Boconó - Tucupido - Masparro - La Yuca,Zona Protectora (ZP),17386.6,0.0,1002.08,296594.25,279207.65,410591.02,5.86,8371.88,8641.12,269.24,410591.02,96.72,3.28,False,urban_gain_ha,Zona Protectora (ZP)
10776,Del Área Metropolitana de Caracas,Zona Protectora (ZP),7426.9,0.0,755.37,54869.46,47442.56,64622.59,13.54,2327.94,219.15,-2108.79,64622.59,96.38,3.62,False,urban_gain_ha,Zona Protectora (ZP)
555705270,"Cuenca de los Ríos Escalante y Orope (Zona Sur del Lago de Maracaibo, Artìculo 3, Numeral 2)",Zona Protectora (ZP),0.0,0.0,601.33,131053.68,131159.9,247618.51,0.0,34255.33,18237.17,-16018.16,247618.51,86.98,13.02,True,urban_gain_ha,Zona Protectora (ZP)
555705269,"Cuenca del Río Mucujepe (Zona Sur del Lago de Maracaibo, Artìculo 3, Numeral 3)",Zona Protectora (ZP),709.95,0.0,480.3,13920.4,13210.45,23817.12,5.1,6583.7,1987.77,-4595.93,23817.12,77.96,22.04,True,urban_gain_ha,Zona Protectora (ZP)
555705212,Cuenca Alta del Río Tocuyo Sector Dos Cerrito,Zona Protectora (ZP),5715.93,0.0,336.85,52000.96,46285.03,72481.12,10.99,94.0,296.26,202.26,72481.12,99.48,0.52,False,urban_gain_ha,Zona Protectora (ZP)
30636,Del Área Metropolitana de la Ciudad de Barquisimeto,Zona Protectora (ZP),2124.98,0.0,194.08,9673.57,7548.59,41754.64,21.97,4.83,1.23,-3.6,41754.64,99.99,0.01,False,urban_gain_ha,Zona Protectora (ZP)
20083,Del Área Metropolitana de la Ciudad de San Cristobal,Zona Protectora (ZP),2725.29,0.0,188.26,20414.2,17688.91,27757.0,13.35,59.31,87.98,28.67,27757.0,99.5,0.5,False,urban_gain_ha,Zona Protectora (ZP)
10778,Litoral Central,Zona Protectora (ZP),582.71,15.34,181.22,37271.69,36688.98,38875.71,1.56,2.08,0.0,-2.08,38875.71,99.99,0.01,False,urban_gain_ha,Zona Protectora (ZP)
101127,Río Tucurere,Área Boscosa Bajo Protección (ABBP),1903.98,420.05,93.12,47169.84,45265.86,72670.91,4.04,46.0,1.55,-44.45,72670.91,99.93,0.07,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101126,La Danta,Área Boscosa Bajo Protección (ABBP),584.22,201.16,80.54,2811.35,2227.13,13018.07,20.78,0.0,0.0,0.0,13018.07,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101128,Río Guanare Viejo,Área Boscosa Bajo Protección (ABBP),621.65,347.77,46.91,3490.56,2868.91,18647.95,17.81,0.11,0.0,-0.11,18647.95,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101122,El Choco,Área Boscosa Bajo Protección (ABBP),221.42,0.88,46.82,15662.26,15440.84,16007.83,1.41,8.4,0.23,-8.17,16007.83,99.95,0.05,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101112,El Clavo,Área Boscosa Bajo Protección (ABBP),196.06,538.63,41.21,972.56,776.5,9398.7,20.16,0.18,0.0,-0.18,9398.7,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101099,Santo Domingo,Área Boscosa Bajo Protección (ABBP),4977.85,5143.83,33.2,36169.82,31191.97,148409.12,13.76,0.76,0.0,-0.76,148409.12,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101117,Río Tarra,Área Boscosa Bajo Protección (ABBP),0.0,46.86,32.69,36286.96,37253.49,61811.24,0.0,17.7,1.72,-15.98,61811.24,99.97,0.03,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101097,Achaguas,Área Boscosa Bajo Protección (ABBP),7101.86,1356.32,31.31,23604.07,16502.21,90543.98,30.09,0.06,0.0,-0.06,90543.98,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101100,Río Orituco,Área Boscosa Bajo Protección (ABBP),12682.05,4513.4,30.53,23837.91,11155.86,98804.18,53.2,3.52,0.0,-3.52,98804.18,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
101111,Barbacas,Área Boscosa Bajo Protección (ABBP),19858.22,10687.01,30.13,65650.65,45792.43,222493.17,30.25,6.88,0.0,-6.88,222493.17,100.0,0.0,False,urban_gain_ha,Área Boscosa Bajo Protección (ABBP)
20095,Valle del Algodonal,Zona Protectora (ZP),101.36,0.0,4.18,119.15,17.79,207.96,85.07,2.78,0.0,-2.78,207.96,98.68,1.32,False,forest_loss_pct,national
336,Laguna de La Restinga,Parque Nacional (PN),59.37,0.0,0.62,75.65,16.28,11021.36,78.48,0.0,0.0,0.0,11021.36,100.0,0.0,False,forest_loss_pct,national
61899,Cuenca Alta y Media del Río Orituco,Zona Protectora (ZP),9613.77,0.0,0.0,16441.75,6827.98,41061.25,58.47,18.33,0.02,-18.31,41061.25,99.96,0.04,False,forest_loss_pct,national
10774,"Suelos, Bosques y Aguas en la cuenca del río Guárico",Zona Protectora (ZP),9597.49,0.0,0.0,16582.36,6984.87,37602.24,57.88,0.38,0.0,-0.38,37602.24,100.0,0.0,False,forest_loss_pct,national
101100,Río Orituco,Área Boscosa Bajo Protección (ABBP),12682.05,4513.4,30.53,23837.91,11155.86,98804.18,53.2,3.52,0.0,-3.52,98804.18,100.0,0.0,False,forest_loss_pct,national
30646,"Islas e Islotes, Laguna, Cabos y Puntas",Zona Protectora (ZP),26.63,0.0,19.19,54.35,27.72,1462.49,49.0,0.02,0.0,-0.02,1462.49,100.0,0.0,False,forest_loss_pct,national
10784,Ticoporo,Reserva Forestal (RF),13013.4,17995.07,519.27,26689.45,13676.05,187841.96,48.76,417.75,0.05,-417.7,187841.96,99.78,0.22,False,forest_loss_pct,national
67610,Meseta La Galera,Monumento Natural (MN),11.61,0.0,0.0,27.49,15.88,61.16,42.23,0.04,0.0,-0.04,61.16,99.93,0.07,False,forest_loss_pct,national
101088,Tiznados,Área Boscosa Bajo Protección (ABBP),3981.26,425.62,0.02,9583.52,5602.26,20124.19,41.54,0.0,0.0,0.0,20124.19,100.0,0.0,False,forest_loss_pct,national
4363,Laguna de Urao,Monumento Natural (MN),5.63,0.0,0.0,13.78,8.15,44.51,40.86,0.0,0.0,0.0,44.51,100.0,0.0,False,forest_loss_pct,national
67610,Meseta La Galera,Monumento Natural (MN),11.61,0.0,0.0,27.49,15.88,61.16,42.23,0.04,0.0,-0.04,61.16,99.93,0.07,False,forest_loss_pct,Monumento Natural (MN)
4363,Laguna de Urao,Monumento Natural (MN),5.63,0.0,0.0,13.78,8.15,44.51,40.86,0.0,0.0,0.0,44.51,100.0,0.0,False,forest_loss_pct,Monumento Natural (MN)
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),252.35,0.37,1.66,812.84,560.49,1628.74,31.05,17.7,0.04,-17.66,1628.74,98.92,1.08,False,forest_loss_pct,Monumento Natural (MN)
310,Laguna de Las Marites,Monumento Natural (MN),16.3,0.0,8.44,60.23,43.93,2622.88,27.06,0.0,0.0,0.0,2622.88,100.0,0.0,False,forest_loss_pct,Monumento Natural (MN)
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),211.84,0.0,0.0,928.41,716.57,2734.52,22.82,0.0,0.0,0.0,2734.52,100.0,0.0,False,forest_loss_pct,Monumento Natural (MN)
307,Cerro de María Lionza,Monumento Natural (MN),1013.94,0.0,0.91,11576.67,10562.73,11825.5,8.76,38.85,1.22,-37.63,11825.5,99.66,0.34,False,forest_loss_pct,Monumento Natural (MN)
67611,Piedra La Tortuga,Monumento Natural (MN),5.07,17.56,0.0,86.21,81.14,468.86,5.88,0.0,0.0,0.0,468.86,100.0,0.0,False,forest_loss_pct,Monumento Natural (MN)
67612,Piedra Pintada,Monumento Natural (MN),30.21,0.0,0.0,609.14,578.93,1502.29,4.96,0.01,0.0,-0.01,1502.29,100.0,0.0,False,forest_loss_pct,Monumento Natural (MN)
4369,Morros de Macaira,Monumento Natural (MN),3.99,0.0,0.0,81.15,77.16,82.75,4.92,0.44,0.0,-0.44,82.75,99.47,0.53,False,forest_loss_pct,Monumento Natural (MN)
4371,Cueva del Guácharo Alejandro de Humboldt,Monumento Natural (MN),25.12,0.0,0.39,657.2,632.08,866.92,3.82,3.39,0.03,-3.36,866.92,99.61,0.39,False,forest_loss_pct,Monumento Natural (MN)
336,Laguna de La Restinga,Parque Nacional (PN),59.37,0.0,0.62,75.65,16.28,11021.36,78.48,0.0,0.0,0.0,11021.36,100.0,0.0,False,forest_loss_pct,Parque Nacional (PN)
30032,Cerro Saroche,Parque Nacional (PN),733.55,3.37,0.0,1882.35,1148.8,36176.03,38.97,2.48,0.0,-2.48,36176.03,99.99,0.01,False,forest_loss_pct,Parque Nacional (PN)
338,Cerro El Copey - Jóvito Villalba,Parque Nacional (PN),1635.08,0.0,9.34,5677.85,4042.77,7276.47,28.8,135.74,1.68,-134.06,7276.47,98.15,1.85,False,forest_loss_pct,Parque Nacional (PN)
2246,Medanos de Coro,Parque Nacional (PN),351.33,0.0,0.0,1836.81,1485.48,16659.29,19.13,0.0,0.0,0.0,16659.29,100.0,0.0,False,forest_loss_pct,Parque Nacional (PN)
315,Aguaro - Guariquito,Parque Nacional (PN),5247.67,699.61,0.0,30910.34,25662.67,580070.53,16.98,3.58,0.0,-3.58,580070.53,100.0,0.0,False,forest_loss_pct,Parque Nacional (PN)
101136,Río Viejo - San Camilo,Parque Nacional (PN),3813.87,577.7,34.66,24814.1,21000.23,42518.01,15.37,0.53,0.0,-0.53,42518.01,100.0,0.0,False,forest_loss_pct,Parque Nacional (PN)
146676,Delta del Orinoco (Mariusa),Parque Nacional (PN),36268.58,0.0,0.0,275619.97,239351.39,320453.9,13.16,53.61,1.77,-51.84,320453.9,99.98,0.02,False,forest_loss_pct,Parque Nacional (PN)
67615,Tirgua (General Manuel Manrique),Parque Nacional (PN),10659.57,0.1,0.0,81981.6,71322.03,90218.69,13.0,71.72,1.78,-69.94,90218.69,99.92,0.08,False,forest_loss_pct,Parque Nacional (PN)
334,Macarao,Parque Nacional (PN),1400.27,0.0,16.17,13443.52,12043.25,14623.16,10.42,66.84,5.42,-61.42,14623.16,99.52,0.48,False,forest_loss_pct,Parque Nacional (PN)
101135,Tapo - Caparo,Parque Nacional (PN),15172.58,0.0,9.56,145757.86,130585.28,180974.88,10.41,25479.76,2503.61,-22976.15,180974.88,87.47,12.53,True,forest_loss_pct,Parque Nacional (PN)
10784,Ticoporo,Reserva Forestal (RF),13013.4,17995.07,519.27,26689.45,13676.05,187841.96,48.76,417.75,0.05,-417.7,187841.96,99.78,0.22,False,forest_loss_pct,Reserva Forestal (RF)
10783,Caparo,Reserva Forestal (RF),10638.03,1035.77,207.49,53947.99,43309.96,175223.12,19.72,1.39,0.0,-1.39,175223.12,100.0,0.0,False,forest_loss_pct,Reserva Forestal (RF)
10782,San Camilo,Reserva Forestal (RF),3773.78,1591.34,135.08,28846.39,25072.61,66855.2,13.08,1.44,0.0,-1.44,66855.2,100.0,0.0,False,forest_loss_pct,Reserva Forestal (RF)
10788,Río Tocuyo,Reserva Forestal (RF),2478.0,0.0,38.22,37544.24,35066.24,51253.48,6.6,3.48,0.01,-3.47,51253.48,99.99,0.01,False,forest_loss_pct,Reserva Forestal (RF)
10786,Selva de Guarapiche,Reserva Forestal (RF),6329.0,0.01,0.0,287638.32,281309.32,357894.77,2.2,32.17,0.01,-32.16,357894.77,99.99,0.01,False,forest_loss_pct,Reserva Forestal (RF)
555705215,San Pedro,Reserva Forestal (RF),12561.22,0.0,207.57,726818.32,714257.1,765067.39,1.73,3221.1,131.48,-3089.62,765067.39,99.57,0.43,False,forest_loss_pct,Reserva Forestal (RF)
10787,La Paragua,Reserva Forestal (RF),10885.46,0.9,26.72,663474.23,652588.77,824217.87,1.64,22702.14,1476.54,-21225.6,824217.87,97.31,2.69,False,forest_loss_pct,Reserva Forestal (RF)
555705213,El Frío,Reserva Forestal (RF),1218.75,0.0,4.16,76072.78,74854.03,90813.48,1.6,152.87,0.19,-152.68,90813.48,99.83,0.17,False,forest_loss_pct,Reserva Forestal (RF)
555705214,El Dorado - Tumeremo,Reserva Forestal (RF),953.43,0.27,305.2,63735.32,62781.89,66079.72,1.5,57.64,14.11,-43.53,66079.72,99.89,0.11,False,forest_loss_pct,Reserva Forestal (RF)
555705210,Rio Parguaza,Reserva Forestal (RF),562.75,0.02,0.0,60117.57,59554.82,66003.31,0.94,3.84,0.0,-3.84,66003.31,99.99,0.01,False,forest_loss_pct,Reserva Forestal (RF)
555705219,Cerro Machado - El Silencio,Reserva Nacional Hidraúlica (RNH),1485.14,0.0,39.6,5710.73,4225.59,8361.86,26.01,276.7,54.69,-222.01,8361.86,96.35,3.65,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
555705236,San Pedro del Río,Reserva Nacional Hidraúlica (RNH),41.89,0.0,0.0,239.0,197.11,347.4,17.53,0.0,0.0,0.0,347.4,100.0,0.0,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
20091,"Distritos Maturín. Cedeño, Piar y Caripe del Estado Monagas y de los Distritos Mates y Rivero del Estado Sucre",Reserva Nacional Hidraúlica (RNH),14545.98,0.0,341.23,93878.06,79332.08,189593.22,15.49,230.51,39.23,-191.28,189593.22,99.86,0.14,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
10769,Burro Negro,Reserva Nacional Hidraúlica (RNH),4111.83,0.0,0.0,44922.59,40810.76,53760.41,9.15,0.0,0.0,0.0,53760.41,100.0,0.0,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
555705238,Páramo La Laja,Reserva Nacional Hidraúlica (RNH),145.06,0.0,18.06,1698.99,1553.93,2217.65,8.54,0.0,0.0,0.0,2217.65,100.0,0.0,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
555705237,"Distritos Obispos, Sosa, Rojas y Bolívar del Estado Barinas, y Guanare y Guanarito del Estado Portuguesa (Guanare - Masparro)",Reserva Nacional Hidraúlica (RNH),26331.28,15137.4,1976.02,387241.47,360910.19,899120.02,6.8,11066.7,14007.28,2940.58,899120.02,97.79,2.21,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
20088,Zona Sur Lago de Maracaibo,Reserva Nacional Hidraúlica (RNH),28539.54,0.0,2230.62,454253.37,425713.83,856872.73,6.28,40305.8,21196.27,-19109.53,856872.73,95.16,4.84,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
20092,Cuenca Hidrográfica del Río Pedregal,Reserva Nacional Hidraúlica (RNH),750.97,18.4,9.41,70553.14,69802.17,195877.53,1.06,0.01,0.0,-0.01,195877.53,100.0,0.0,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
101130,Río Icabaru,Reserva Nacional Hidraúlica (RNH),302.81,0.0,0.0,38967.39,38664.58,39245.72,0.78,7.39,0.0,-7.39,39245.72,99.98,0.02,False,forest_loss_pct,Reserva Nacional Hidraúlica (RNH)
20095,Valle del Algodonal,Zona Protectora (ZP),101.36,0.0,4.18,119.15,17.79,207.96,85.07,2.78,0.0,-2.78,207.96,98.68,1.32,False,forest_loss_pct,Zona Protectora (ZP)
61899,Cuenca Alta y Media del Río Orituco,Zona Protectora (ZP),9613.77,0.0,0.0,16441.75,6827.98,41061.25,58.47,18.33,0.02,-18.31,41061.25,99.96,0.04,False,forest_loss_pct,Zona Protectora (ZP)
10774,"Suelos, Bosques y Aguas en la cuenca del río Guárico",Zona Protectora (ZP),9597.49,0.0,0.0,16582.36,6984.87,37602.24,57.88,0.38,0.0,-0.38,37602.24,100.0,0.0,False,forest_loss_pct,Zona Protectora (ZP)
30646,"Islas e Islotes, Laguna, Cabos y Puntas",Zona Protectora (ZP),26.63,0.0,19.19,54.35,27.72,1462.49,49.0,0.02,0.0,-0.02,1462.49,100.0,0.0,False,forest_loss_pct,Zona Protectora (ZP)
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),43375.98,93.33,0.0,140647.06,97271.08,273364.53,30.84,168.0,0.11,-167.89,273364.53,99.94,0.06,False,forest_loss_pct,Zona Protectora (ZP)
30644,Área que bordea la Laguna La Danta,Zona Protectora (ZP),80.76,114.41,9.09,293.61,212.85,2206.73,27.51,0.0,0.0,0.0,2206.73,100.0,0.0,False,forest_loss_pct,Zona Protectora (ZP)
30643,Área situada en el Dtto Rojas del Estado Barinas en el margen izquierdo del río Masparro,Zona Protectora (ZP),605.5,162.77,0.48,2201.79,1596.29,6322.29,27.5,0.0,0.0,0.0,6322.29,100.0,0.0,False,forest_loss_pct,Zona Protectora (ZP)
30636,Del Área Metropolitana de la Ciudad de Barquisimeto,Zona Protectora (ZP),2124.98,0.0,194.08,9673.57,7548.59,41754.64,21.97,4.83,1.23,-3.6,41754.64,99.99,0.01,False,forest_loss_pct,Zona Protectora (ZP)
20082,Río Torbes y alrededores,Zona Protectora (ZP),1687.46,0.0,131.43,7861.27,6173.81,11610.1,21.47,539.48,875.04,335.56,11610.1,92.44,7.56,False,forest_loss_pct,Zona Protectora (ZP)
101167,Cuenca del Río Castán,Zona Protectora (ZP),3046.94,0.0,117.79,22481.32,19434.38,31292.81,13.55,74.42,88.74,14.32,31292.81,99.52,0.48,False,forest_loss_pct,Zona Protectora (ZP)
101100,Río Orituco,Área Boscosa Bajo Protección (ABBP),12682.05,4513.4,30.53,23837.91,11155.86,98804.18,53.2,3.52,0.0,-3.52,98804.18,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101088,Tiznados,Área Boscosa Bajo Protección (ABBP),3981.26,425.62,0.02,9583.52,5602.26,20124.19,41.54,0.0,0.0,0.0,20124.19,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101114,San Fernando,Área Boscosa Bajo Protección (ABBP),2961.42,1520.79,0.0,7857.87,4896.45,37289.38,37.69,5.08,0.0,-5.08,37289.38,99.99,0.01,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101113,Márgenes del Río Güere,Área Boscosa Bajo Protección (ABBP),18408.5,0.0,0.0,49848.97,31440.47,93188.82,36.93,9.7,0.0,-9.7,93188.82,99.99,0.01,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101106,Caño Caballo,Área Boscosa Bajo Protección (ABBP),5924.27,110.91,0.56,16707.73,10783.46,54794.19,35.46,0.38,0.0,-0.38,54794.19,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101089,Pueblito,Área Boscosa Bajo Protección (ABBP),20602.44,930.87,6.01,58942.29,38339.85,97162.85,34.95,0.0,0.0,0.0,97162.85,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101093,Márgenes del Río Guárico,Área Boscosa Bajo Protección (ABBP),22453.64,3877.22,19.02,67482.14,45028.5,165486.95,33.27,37.11,0.0,-37.11,165486.95,99.98,0.02,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101111,Barbacas,Área Boscosa Bajo Protección (ABBP),19858.22,10687.01,30.13,65650.65,45792.43,222493.17,30.25,6.88,0.0,-6.88,222493.17,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101097,Achaguas,Área Boscosa Bajo Protección (ABBP),7101.86,1356.32,31.31,23604.07,16502.21,90543.98,30.09,0.06,0.0,-0.06,90543.98,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
101108,Botucal,Área Boscosa Bajo Protección (ABBP),1102.67,1406.34,13.06,4488.74,3386.07,13738.75,24.57,0.33,0.0,-0.33,13738.75,100.0,0.0,False,forest_loss_pct,Área Boscosa Bajo Protección (ABBP)
